"","id","host_is_superhost","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","price","cleaning_fee","number_of_reviews","review_scores_rating","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","reviews_per_month","Num.Cultural.Spaces"
"3289",8371720,"f","Sunset Hill",47.6835324131557,-122.400901617574,"House","Private room",2,1,1,1,"Real Bed","{}","$80.00","",0,NA,NA,NA,NA,NA,NA,NA,87
"3290",8310249,"f","Sunset Hill",47.6692260950274,-122.400102724992,"House","Private room",2,1,1,2,"Real Bed","{Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}","$75.00","",12,95,10,10,10,10,10,3.16,95
"3291",8310398,"f","Sunset Hill",47.6678832218033,-122.399969008194,"House","Private room",2,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}","$75.00","",19,95,10,10,10,10,10,4.96,91
"3292",158345,"t","Sunset Hill",47.6699213773643,-122.401463847918,"House","Private room",2,1.5,1,1,"Real Bed","{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",Essentials,Shampoo}","$55.00","",277,97,10,10,10,10,10,5.13,86
"3293",173896,"f","Sunset Hill",47.6723452207634,-122.398920008023,"House","Private room",2,1,1,1,"Real Bed","{""Wireless Internet"",""Air Conditioning"",""Pets Allowed"",""Pets live on this property"",Dog(s),""Other pet(s)"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}","$70.00","",102,95,10,10,10,10,9,1.89,107
"3294",6759038,"f","Sunset Hill",47.6681332842344,-122.400748688396,"House","Private room",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}","$85.00","",18,92,9,10,10,10,9,2.63,88
"3295",9138923,"f","Sunset Hill",47.6793371216618,-122.395807718333,"Apartment","Entire home/apt",2,1,0,2,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}","$85.00","",9,100,10,10,10,10,10,4.66,96
"3296",6018416,"f","Sunset Hill",47.6806890498443,-122.401458765577,"House","Entire home/apt",6,2.5,3,3,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),""Hot Tub"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}","$350.00","$45.00",14,100,10,10,10,10,10,1.87,91
"3297",1777158,"t","Sunset Hill",47.6869573919507,-122.400318150262,"Bed & Breakfast","Private room",3,1,1,2,"Real Bed","{""Wireless Internet"",Breakfast,Heating,""Family/Kid Friendly""}","$92.00","",28,100,10,10,10,10,10,1.09,86
"3298",5364414,"f","Sunset Hill",47.6691732307645,-122.400583364909,"House","Entire home/apt",5,2.5,2,2,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$200.00","$150.00",27,93,10,10,10,9,9,2.87,91
"3299",1856253,"f","Sunset Hill",47.6908707464685,-122.399353372658,"House","Private room",2,1,1,1,"Real Bed","{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",Shampoo}","$50.00","",30,100,10,10,10,10,10,1.14,83
"3300",6994406,"f","Sunset Hill",47.6895221671073,-122.395964848002,"House","Entire home/apt",5,2,3,3,"Real Bed","{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}","$150.00","$125.00",2,90,9,10,10,10,10,0.4,89
"3301",1488166,"f","Sunset Hill",47.6769837330914,-122.401496017608,"House","Entire home/apt",6,2,3,4,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$475.00","$175.00",19,97,10,10,10,10,9,0.65,95
"3302",463768,"f","Sunset Hill",47.6689948071378,-122.402800638715,"House","Entire home/apt",5,3,3,3,"Real Bed","{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer}","$375.00","$125.00",21,93,9,9,9,9,9,0.49,78
"3303",4334804,"f","Sunset Hill",47.6713354093614,-122.402302913352,"House","Entire home/apt",6,2.5,2,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo}","$450.00","$125.00",0,NA,NA,NA,NA,NA,NA,NA,87
"3304",9331145,"f","Sunset Hill",47.6795814138068,-122.404011571011,"Boat","Private room",1,0.5,1,1,"Couch","{TV,""Cable TV"",Internet,Kitchen,""First Aid Kit"",""Fire Extinguisher""}","$75.00","",0,NA,NA,NA,NA,NA,NA,NA,90
"3305",7389248,"f","Sunset Hill",47.669937625972,-122.403059306175,"House","Entire home/apt",4,2.5,3,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}","$350.00","$100.00",3,100,10,10,10,10,10,0.53,79
"3306",1022135,"f","Haller Lake",47.7060859096109,-122.341682696351,"House","Private room",2,1,1,1,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}","$75.00","$35.00",7,88,9,9,10,7,9,0.23,100
"3307",1219691,"t","Haller Lake",47.7326471760091,-122.341301007976,"House","Entire home/apt",4,1,2,2,"Real Bed","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo}","$119.00","$30.00",23,99,10,10,10,9,10,0.75,46
"3308",7969698,"f","Haller Lake",47.7083929529044,-122.337037314734,"Townhouse","Entire home/apt",6,1.5,2,2,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in""}","$97.00","$15.00",1,NA,NA,NA,NA,NA,NA,0.53,95
"3309",7403174,"t","Haller Lake",47.7082646624255,-122.338298872043,"House","Entire home/apt",4,1.5,2,2,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}","$125.00","",16,98,10,10,10,10,10,2.93,95
"3310",7368599,"f","Haller Lake",47.7075788173944,-122.336808224328,"House","Entire home/apt",8,2,3,5,"Real Bed","{""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""First Aid Kit"",Essentials}","$200.00","$20.00",3,93,9,9,9,9,8,0.64,97
"3311",1692318,"f","Haller Lake",47.7267017649546,-122.324788822916,"House","Entire home/apt",6,1,2,3,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}","$108.00","$76.00",12,92,10,10,9,9,9,0.84,50
"3312",5950957,"f","Haller Lake",47.7150120706868,-122.331974648808,"House","Private room",1,1,1,1,"Real Bed","{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher""}","$49.00","$25.00",0,NA,NA,NA,NA,NA,NA,NA,86
"3313",315120,"t","Haller Lake",47.727419713371,-122.327638852473,"Apartment","Entire home/apt",4,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$125.00","$25.00",71,99,10,10,10,9,10,1.55,50
"3314",3925572,"f","Haller Lake",47.7182371022665,-122.336706056314,"House","Private room",2,1,1,1,"Real Bed","{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Essentials}","$70.00","",3,87,8,10,9,9,7,0.57,75
"3315",5308339,"f","Haller Lake",47.7191448450501,-122.327907305927,"Bed & Breakfast","Private room",4,1,1,1,"Real Bed","{""Wireless Internet"",""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}","$70.00","",12,85,9,10,10,9,9,1.28,65
"3316",8426749,"f","Haller Lake",47.7090149729937,-122.337062963453,"House","Entire home/apt",6,1,2,4,"Real Bed","{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials}","$98.00","",7,100,10,10,10,10,10,2.06,95
"3317",107962,"t","Haller Lake",47.7148851917686,-122.332963649588,"Cabin","Entire home/apt",2,1,1,1,"Real Bed","{""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",""Indoor Fireplace""}","$100.00","",159,97,10,10,10,10,10,2.88,86
"3318",9220485,"f","Haller Lake",47.7067579807646,-122.33661456368,"Townhouse","Private room",2,1.5,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop Friendly Workspace""}","$36.00","$10.00",0,NA,NA,NA,NA,NA,NA,NA,99
"3319",8446541,"f","Haller Lake",47.70689853625,-122.337428102254,"House","Private room",4,1,1,2,"Real Bed","{Internet,""Wireless Internet"",""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials}","$80.00","$10.00",2,80,10,10,10,9,10,0.59,99
"3320",9675736,"f","Haller Lake",47.7239560552428,-122.325776207138,"House","Entire home/apt",8,2,4,4,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}","$199.00","$99.00",0,NA,NA,NA,NA,NA,NA,NA,51
"3321",7534812,"f","Pinehurst",47.7129882900965,-122.316581326349,"Apartment","Entire home/apt",6,1,2,2,"Real Bed","{Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""Hair Dryer"",Iron}","$139.00","$170.00",3,93,10,10,10,9,9,0.61,73
"3322",7839723,"f","Pinehurst",47.7111080178019,-122.316696320515,"Apartment","Entire home/apt",8,1,2,1,"Real Bed","{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}","$150.00","$170.00",1,80,10,8,8,6,8,0.22,82
"3323",3209964,"f","Pinehurst",47.7293270223371,-122.315260869418,"Apartment","Private room",2,2,1,2,"Real Bed","{TV,Internet,""Wireless Internet"",Pool,Kitchen,""Pets live on this property"",""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}","$55.00","$20.00",1,100,10,10,10,10,10,0.25,49
"3324",5607404,"f","Pinehurst",47.7124500537374,-122.326417678665,"House","Entire home/apt",6,1.5,2,2,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials}","$125.00","$85.00",5,84,10,9,10,9,9,0.84,89
"3325",6103108,"f","North College Park",47.6930288610173,-122.340521657714,"House","Private room",2,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}","$150.00","$10.00",4,90,10,10,10,9,9,0.78,152
"3326",9938792,"f","North College Park",47.6915157703731,-122.339498472893,"House","Private room",2,1.5,1,1,"Real Bed","{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$73.00","",0,NA,NA,NA,NA,NA,NA,NA,168
"3327",1851863,"t","North College Park",47.6971027784138,-122.344555947051,"Apartment","Entire home/apt",4,1,1,1,"Real Bed","{""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}","$95.00","$50.00",28,96,10,10,10,9,10,1.09,115
"3328",8130015,"f","North College Park",47.7050564284677,-122.337551136277,"House","Private room",2,1,1,1,"Real Bed","{""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets live on this property"",Dog(s),Cat(s),""Indoor Fireplace"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials}","$88.00","",1,100,10,10,10,10,10,0.34,100
"3329",8957312,"f","North College Park",47.6967850478025,-122.334800778487,"House","Private room",2,1,1,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}","$70.00","",0,NA,NA,NA,NA,NA,NA,NA,136
"3330",2426152,"f","North College Park",47.7051984075501,-122.334769503728,"Apartment","Entire home/apt",3,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer}","$100.00","$25.00",0,NA,NA,NA,NA,NA,NA,NA,102
"3331",7826447,"f","North College Park",47.704309614459,-122.33924219405,"Apartment","Entire home/apt",4,1,3,4,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}","$100.00","$25.00",3,87,9,10,10,9,9,0.65,102
"3332",9595087,"t","North College Park",47.7042102579808,-122.341137488457,"House","Entire home/apt",6,2,3,3,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}","$129.00","$89.00",0,NA,NA,NA,NA,NA,NA,NA,100
"3333",8524565,"f","North College Park",47.6914633365834,-122.34291580596,"House","Private room",3,2.5,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}","$50.00","",10,100,10,10,10,10,10,3.45,163
"3334",1561256,"f","North College Park",47.6923460743488,-122.337910641188,"House","Private room",2,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Cat(s),""Hot Tub"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}","$96.00","$20.00",60,97,10,10,10,10,10,2.11,161
"3335",2686624,"t","North College Park",47.6935961818163,-122.340422803927,"House","Entire home/apt",4,1,2,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}","$85.00","$60.00",30,98,10,10,10,10,10,1.43,147
"3336",2897897,"f","North College Park",47.6982555766301,-122.342229671827,"House","Entire home/apt",6,1,3,3,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}","$189.00","$85.00",25,90,9,10,10,9,9,1.28,111
"3337",7748349,"t","North College Park",47.6945368479285,-122.331894738414,"House","Private room",2,1,1,1,"Real Bed","{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Gym,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}","$55.00","",14,94,9,10,10,9,10,2.84,151
"3338",704477,"f","North College Park",47.7049531947318,-122.343313617101,"House","Entire home/apt",2,NA,2,1,"Real Bed","{}","$99.00","",0,NA,NA,NA,NA,NA,NA,NA,102
"3339",8411627,"f","North College Park",47.7005554036865,-122.344568185736,"House","Private room",2,1.5,1,1,"Real Bed","{TV,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Shampoo}","$50.00","$20.00",6,100,10,10,10,10,10,1.84,101
"3340",7559939,"t","North College Park",47.6961621967681,-122.332813389326,"House","Private room",2,1,1,1,"Real Bed","{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Gym,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}","$65.00","",2,100,9,10,10,10,10,0.75,141
"3341",8870139,"f","North College Park",47.6946483608374,-122.332767916898,"Apartment","Entire home/apt",4,1,0,2,"Real Bed","{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$79.00","$10.00",1,100,10,10,10,10,10,1,148
"3342",7198282,"t","North College Park",47.6967836497855,-122.332916598455,"House","Private room",2,1,1,1,"Real Bed","{""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Gym,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}","$55.00","",15,100,10,10,10,10,10,2.76,138
"3343",7441508,"t","North College Park",47.6963720850542,-122.330998395932,"House","Private room",2,1,1,1,"Real Bed","{""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Gym,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}","$65.00","",17,98,10,10,10,10,10,3.15,142
"3344",5882923,"f","Phinney Ridge",47.6808733067519,-122.35612987756,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","{""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$95.00","$35.00",54,99,10,10,10,10,10,6.02,213
"3345",6445769,"f","Phinney Ridge",47.6831754844364,-122.363211581408,"House","Entire home/apt",4,1,2,2,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}","$100.00","$40.00",33,88,9,10,9,10,9,4.4,171
"3346",3959460,"t","Phinney Ridge",47.6807795854268,-122.351565290113,"Apartment","Entire home/apt",4,1,1,2,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),""Other pet(s)"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials}","$135.00","",45,96,10,10,10,10,10,2.74,222
"3347",7974112,"t","Phinney Ridge",47.6770861802034,-122.351367070562,"House","Private room",2,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}","$87.00","",10,100,10,10,10,10,10,2.31,230
"3348",320704,"f","Phinney Ridge",47.6806681796494,-122.358126690624,"Apartment","Entire home/apt",2,1,1,2,"Real Bed","{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer}","$97.00","$75.00",81,94,10,10,9,10,10,1.69,210
"3349",3250577,"f","Phinney Ridge",47.6782043165562,-122.365993669955,"House","Private room",2,1,1,1,"Real Bed","{Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit""}","$78.00","$15.00",5,84,9,10,10,9,8,0.84,172
"3350",8053049,"f","Phinney Ridge",47.675163613794,-122.354327760977,"House","Entire home/apt",6,2,3,3,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}","$150.00","$120.00",4,100,10,10,10,10,10,1.09,226
"3351",7349099,"t","Phinney Ridge",47.680360173939,-122.364201921369,"Apartment","Entire home/apt",6,1,2,2,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$95.00","$40.00",6,93,9,10,10,9,9,1.1,172
"3352",5022572,"f","Phinney Ridge",47.6730567896239,-122.351639328828,"House","Entire home/apt",16,4,7,10,"Real Bed","{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Pets Allowed"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card""}","$375.00","$300.00",5,100,9,10,10,10,10,0.79,237
"3353",10191917,"f","Phinney Ridge",47.6790414107252,-122.348116397709,"House","Entire home/apt",4,1.5,2,2,"Real Bed","{""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$150.00","$75.00",0,NA,NA,NA,NA,NA,NA,NA,235
"3354",5123904,"f","Phinney Ridge",47.6704531029363,-122.359944695806,"House","Entire home/apt",4,1,3,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}","$325.00","$25.00",10,94,9,10,10,10,10,1.01,222
"3355",2471731,"f","Phinney Ridge",47.6778244870117,-122.36516034724,"House","Private room",2,3,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Hot Tub"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}","$60.00","$50.00",6,100,10,10,10,10,10,0.36,176
"3356",7803176,"f","Phinney Ridge",47.6785517366955,-122.365822215565,"Condominium","Private room",2,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Cat(s),""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Hangers}","$50.00","$10.00",6,100,10,10,10,10,10,1.29,172
